ID,Group,Age.Yr,Train.Hr,Wave,Grade,1BCSTCAT,1BCSTCR,1BCSTPR,1BCSTPE,1BCSTNPE,1BCSTCLR,1CONNTARG,1ConnSingle,1ConnSwitch,1SWITCHavg2featRT,1SWITCHavg3featRT,1SWITCHerr2feat,1SWITCHerr3feat,1SwitchMed2featRT,1SwitchMed3featRT,1FLANKACC,1FLANKCC(RT),1Flank-1Acc,1Flank1Acc,1GOTE,1Go1Pcorr,1Go1Rcorr,1Go2Pcorr,1Go2Rcorr,1Go1RTP,1Go1RTR,1Go2RTP,1Go2RTR,1NSIE,1NSRTC,1NSRTI,1NSACCC,1NSACCI,1OSPANdistract%,1OSPANpartialscore,1OSPANavgDisTime,1RSPANdistract%,1RSPANpartialscore,1RSPANavgDisTime,1SYMSPANdistract%,1SYMSPANpartialscore,1SYMSPANavgDisTime,2BCSTCAT,2BCSTCR,2BCSTPR,2BCSTPE,2BCSTNPE,2BCSTCLR,2CONNTARG,2ConnSingle,2ConnSwitch,2SWITCHavg2featRT,2SWITCHavg3featRT,2SWITCHerr2feat,2SWITCHerr3feat,2SwitchMed2featRT,2SwitchMed3featRT,2FLANKACC,2FLANKCC(RT),2Flank-1Acc,2Flank1Acc,2GOTE,2GO1Pcorr,2GO1Rcorr,2GO2Pcorr,2GO2Rcorr,2GO1RTP,2GO1RTR,2GO2RTP,2GO2RTR,2NSIE,2NSRTC,2NSRTI,2NSACCC,2NSACCI,2OSPNdistract%,2OSPNpartialscore,2OSPNavgDisTime,2RSPANdistract%,2RSPANpartialscore,2RSPANavgDisTime,2SYMSPANdistract%,2SYMSPANpartialscore,2SYMSPANavgDisTime,3BCSTCAT,3BCSTCR,3BCSTPR,3BCSTPE,3BCSTNPE,3BCSTCLR,3CONNTARG,3ConnSingle,3ConnSwitch,3SWITCHavg2featRT,3SWITCHavg3featRT,3SWITCHerr2feat,3SWITCHerr3feat,3Switchmed2featRT,3Switchmed3featRT,3FLANKACC,3FLANKCC,3Flank-1Acc,3Flank1Acc,3GOTE,3GO1Pcorr,3GO1Rcorr,3GO2Pcorr,3GO2Rcorr,3GO1RTP,3GO1RTR,3GO2RTP,3GO2RTR,3NSIE,3NSRTC,3NSRTI,3NSACCC,3NSACCI,3OSPNdistract%,3OSPNpartialscore,3OSPNavgDisTime,3RSPANdistract%,3RSPANpartialscore,3RSPANavgDisTime,3SYMSPANdistract%,3SYMSPANpartialscore,3SYMSPANavgDisTime,1RTaverage,2RTaverage,3RTaverage,1NAI,2NAI,3NAI,1PATmScale,2PATmScale,3PATmScale,1PATrScale,2PATrScale,3PATrScale,ITIM,1IEMmaths,1IEMenglish,1IEMconc.,1IEMTotalScore,2IEMmaths,2IEMenglish,2IEMconc.,2IEMTotalScore,1CEFI_P_AT_SS,1CEFI_P_FX_SS,1CEFI_P_WM_SS,2CEFI_P_AT_SS,2CEFI_P_FX_SS,2CEFI_P_WM_SS,3CEFI_P_AT_SS,3CEFI_P_FX_SS,3CEFI_P_WM_SS,1CEFI_T_AT_SS,1CEFI_T_FX_SS,1CEFI_T_WM_SS,2CEFI_T_AT_SS,2CEFI_T_FX_SS,2CEFI_T_WM_SS,3CEFI_T_AT_SS,3CEFI_T_FX_SS,3CEFI_T_WM_SS
410,C8,10.63,10.8,D,5,2,35.94,51.56,32.81,31.25,15.6,0.733333,22.5,16.5,44153,39013,0,2,2744,2331.333333,0.95,39.85,0.9,1,16,1,0.3125,0.9375,0.9375,513.891,448.545,502,657.2,11,707.446,787.214,0.982143,0.875,0.92,0.84,3296.156,0.84,0.8,1854.898,0.857142857,0.642857143,1541.65,4,67.19,48.44,23.44,9.38,56.3,0.87156,27.25,23.75,46269.66667,36528.33333,1,3,2679.333333,2199.666667,0.966667,52.45,0.95,0.95,19,0.98437,0.0625,0.96875,0.9375,498.857,455.733,504,738.067,12,687.768,752.036,0.928571,0.839286,0.84,0.72,2854.584,0.96,0.76,1606.762,0.928571429,0.785714286,2010.625,5,71.88,35.94,15.63,12.5,62.5,0.846154,29.25,24.75,42129,36977,19,10,2370.333333,1867,1,67.6,1,1,16,1,0.25,0.95312,0.9375,479.766,460.75,545,575.467,10,600.839,697.821,1,0.875,0.88,0.84,2231.306,1,0.88,1334.302,1,0.642857143,1032.125,476.9264706,447.4461538,426.7536232,109,112,114,131.3,131.3,135.3,133.8,140.3,137.1,31,5,0,4,9,0,4,5,9,98,95,100,108,106,114,117,100,110,114,120,101,102,105,105,95,115,103
411,C8,8.68,10.7,D,3,5,67.19,45.31,21.88,10.94,43.8,0.730769,13,9.5,62712.66667,67630.33333,12,3,3450.333333,4038.333333,0.9,44.7,0.85,0.95,18,0.98437,0.4375,0.90625,0.875,573.587,537.775,497.333,620.643,13,936.714,956.268,0.982143,0.785714,0.76,0.68,5939.822,0.88,0.48,3455.346,0.714285714,0.5,2758.155,5,60.94,43.75,20.31,18.75,45.3,0.516854,22.25,14.5,73000.33333,89000,7,1,3971.333333,4700,0.7,64.45,0.65,0.85,24,1,0.25,0.84375,0.875,517.766,430,602,642.786,3,962.804,1041.77,0.928571,0.964286,0.84,0.36,8763.588,0.8,0.52,3575,0.857142857,0.5,2730,5,64.06,48.44,25,10.94,54.7,0.670455,22,14.75,63693,51285.66667,6,0,3658,2749,0.85,18.75,0.85,0.85,19,0.90625,0.5625,0.92187,0.9375,517.397,459,584.2,572.8,4,786.821,848.661,0.946429,0.928571,0.92,0.72,3622.53,0.96,0.56,2610.992,0.928571429,0.214285714,1895.4925,421.2285714,459.765625,449.0588235,113,120,103,117.5,120.2,123.5,118.5,113,121.3,21,0,0,3,3,5,4,4,13,89,95,86,93,86,92,96,86,97,,,,,,,87,77,97
412,C8,10.73,10,D,5,4,60.94,42.19,21.88,17.19,40.6,0.573034,22.25,12.75,60674.66667,54222.33333,13,16,3466.666667,3167.333333,0.83333,38.5,0.8,0.75,18,1,0.3125,0.89062,1,449.719,401.455,506.714,560.688,12,673.161,771.054,0.839286,0.678571,0.96,0.44,3300.728,0.76,0.32,1946.656,0.785714286,0.285714286,2894.2825,1,40.63,25,18.03,40.63,34.4,0.714286,21,15,47458.66667,56302.33333,7,13,2949.333333,3182,1,62.4,1,1,12,1,0.5,0.9375,1,508.203,498.375,626.5,683.375,4,728.589,780.696,0.964286,0.910714,1,0.36,3365.732,0.96,0.36,2065.194,0.785714286,0.285714286,2730,7,60.94,35.94,18.75,20.31,54.7,0.705263,23.75,16.75,42714.66667,38381.33333,7,1,2506.666667,1972.666667,0.95,37.5,0.85,1,13,1,0.5,0.95312,0.875,451.938,404.25,537.333,610.143,2,706.857,737.75,0.910714,0.946429,0.88,0.32,3749.742,1,0.76,1769.608,0.571428571,0.285714286,4125.88,327.84375,409.8985507,329.2318841,98,95,96,129,129,127.2,125.8,140.3,132.1,11,0,0,0,0,0,0,1,1,92,95,92,95,98,82,101,98,94,96,108,101,90,100,92,,,
414,C8,10.3,8,D,5,2,40.63,60.94,42.19,17.19,28.1,0.670886,19.75,13.25,47673,46677,18,4,2622.333333,2973.666667,0.38333,-36.05,0.4,0.4,17,1,0.3125,0.92187,0.9375,485.203,441,463.8,574.933,12,744.982,834.625,0.892857,0.803571,0.76,0.44,3963.434,0.92,0.44,3747.91,1,0.285714286,1150.8675,3,56.25,46.88,31.25,12.5,34.4,0.670103,24.25,16.25,34838.33333,34111.66667,2,3,2328,2077,0.7,33.2,0.55,0.75,9,1,0.625,0.96875,0.9375,552.094,453,316,621.467,11,679.589,683.339,0.928571,0.625,0.64,0.32,5400.858,0.8,0.56,2082.296,0.642857143,0.642857143,1365.945,4,65.63,46.88,26.56,7.81,57.8,0.642857,24.5,15.75,39122.33333,42358,3,14,2451.333333,2688,0.85,17.15,0.8,0.85,19,0.9375,0.5,0.92187,0.875,537.633,452.125,666.4,600.643,6,749.857,863.054,0.910714,0.857143,0.52,0.16,3146.63,0.96,0.96,1534.148,1,0.5,898.7,392.3846154,366.171875,346.5087719,100,107,93,125.5,126.7,137.8,132.1,146.5,127.7,27,4,2,2,8,3,4,6,13,99,89,84,108,98,99,99,89,92,88,73,74,96,103,86,103,98,97
415,TC,9.47,10,D,3,3,60.94,56.25,34.38,4.69,43.8,0.686869,24.75,17,45451.33333,42578.66667,1,2,2867.333333,2619.666667,0.866667,19.5,0.7,0.95,9,0.98437,0.625,0.96875,1,453.921,414,498,534.312,18,642.857,709.054,0.982143,0.75,0.8,0.68,3228.528,0.76,0.48,2816.982,1,0.642857143,3239.995,4,56.25,50,32.81,10.94,46.9,0.548077,26,14.25,38437,49302,0,2,2666.666667,2640,0.93333,44.85,0.85,0.95,12,0.98437,0.5,0.95312,1,472,409.875,416,537.938,3,637.321,675.232,0.964286,0.946429,0.88,0.72,3387.046,0.92,0.6,2776.294,0.928571429,0.5,1676.575,6,62.5,42.19,21.88,15.63,51.6,0.691057,30.75,21.25,43793.33333,40052,0,2,2655,2280.666667,0.9,53.65,0.9,0.8,15,0.98437,0.375,0.95312,0.9375,458.556,399.6,614.333,548.933,7,601.732,630.018,0.910714,0.910714,0.88,0.68,2148.264,0.88,0.6,2286.084,0.785714286,0.928571429,1242.83,326.9365079,371.1617647,350.2586207,139,116,132,128.5,145.7,140,127.6,134.2,133.3,33,4,3,6,13,5,4,3,12,99,92,94,123,92,112,99,103,99,124,115,119,125,129,120,128,91,108
416,TC,10.84,10,D,5,2,42.19,62.5,42.19,15.63,15.6,0.695652,28.75,20,38105.33333,48943,1,17,2380.666667,2756.666667,0.883333,27.85,0.65,1,32,0.98437,0.125,0.76562,0.875,402.175,353.786,600.867,576.429,10,557.554,559.5,0.821429,0.75,0.84,0.76,1721.91,0.84,0.4,1894.702,0.928571429,0.857142857,1053.61675,2,40.63,25,15.63,43.75,20.3,0.529915,29.25,15.5,40539,35253.33333,4,5,2547,2265.333333,0.816667,9.75,0.7,0.8,32,0.96875,0,0.79687,0.9375,408.387,340.625,668.692,571.533,3,592.607,660.75,0.928571,0.910714,0.76,0.76,2341.922,0.92,0.76,2143.002,0.857142857,0.714285714,1093.6925,6,76.56,39.06,15.63,7.81,68.8,0.658333,30,19.75,39538.33333,40683.66667,5,2,2210.666667,2811,0.916667,34.94,0.85,0.9,22,1,0.375,0.82812,0.9375,457.578,428.8,355.455,516.333,9,500.643,504.982,0.857143,0.821429,0.8,0.88,2094.476,0.88,0.88,1215.942,1,0.785714286,832.36675,371.5428571,352.4782609,317.097561,102,98,111,142.9,140,143.5,146.5,146.5,151.8,26,0,4,0,4,6,4,4,14,105,100,110,105,115,116,96,94,114,,,,,,,,,
417,TC,10.76,10,D,5,5,60.94,31.25,18.75,20.31,48.4,0.509434,26.5,13.5,36813.66667,34263.66667,1,0,2380.333333,2048.333333,0.65,32.05,0.45,0.65,19,0.96875,0.1875,0.9375,1,498.21,416.769,583,560.375,12,634.25,694.071,1,0.767857,0.64,0.6,2485.716,0.88,0.24,2071.122,0.857142857,0.642857143,1467.3125,3,53.13,39.06,20.31,26.56,32.8,0.732673,25.25,18.5,38755.66667,34973,5,0,2354.333333,2141.666667,0.83333,-9.1,0.65,0.9,24,0.875,0.5,0.92187,0.9375,502.519,394.625,480.2,599.667,7,666.214,782.518,1,0.875,0.84,0.6,2249.388,0.92,0.4,1750.898,0.714285714,0.928571429,941.275,7,73.44,34.38,18.75,7.81,65.6,0.681034,29,19.75,36004,36198.33333,0,5,2079,1907,0.983333,31.5,0.95,1,16,0.98437,0.375,0.92187,1,417.635,406.5,363,560.75,6,612.911,651.929,1,0.875,0.84,0.72,3048.498,0.92,0.76,1904.376,0.857142857,0.714285714,1092.125,424.2537313,472.75,411.4590164,100,104,100,131.3,141.4,134.1,132.1,137.9,137.1,23,4,5,6,15,5,6,5,16,105,121,108,116,130,129,120,129,124,101,103,105,101,113,114,97,108,100
418,TC,8.55,10,D,3,2,48.44,48.44,28.13,23.44,28.1,0.567901,20.25,11.5,52307.33333,63560.33333,2,1,3035,4142.333333,0.85,21.65,0.8,0.75,28,0.98437,0.1875,0.78125,1,495.587,437.308,484.714,673.25,14,909.357,990.107,1,0.696429,0.68,0.24,7122.622,0.76,0.32,1784.336,0.642857143,0.142857143,1191.4425,4,59.38,48.44,20.31,20.31,31.3,0.62963,20.25,12.75,54327.66667,55795.33333,0,1,3186.666667,3084.666667,0.8,-27.55,0.65,0.85,18,1,0.375,0.875,1,442.094,449.3,485.125,590.875,11,826.643,965.179,0.982143,0.821429,0.68,0.52,9200,0.96,0.6,2017.472,0.928571429,0.714285714,1926.53,5,65.63,35.94,15.63,18.75,51.6,0.656863,25.5,16.75,44645,45004.66667,1,3,2694,2870.333333,0.966667,12.85,0.95,1,18,1,0.3125,0.89062,1,499.625,361.727,533.286,583.125,17,636.964,712.464,0.928571,0.678571,0.72,0.6,4257.088,1,0.96,1004.5266,0.928571429,0.428571429,789.4875,429.0983607,472.96875,371.2307692,91,81,103,120.2,121.5,127.3,104.3,102,135.7,29,3,5,0,8,4,6,0,10,95,103,100,101,98,102,114,115,100,112,118,116,110,115,112,125,91,105
419,TC,10.85,10.3,D,5,3,51.56,46.88,28.13,20.31,37.5,0.65625,32,21,33995.33333,34396.66667,2,1,1777,2109,0.9,7.9,0.85,0.9,21,0.95312,0.1875,0.92187,1,413.279,370.077,392.6,513,5,640.589,699.321,0.982143,0.875,0.84,0.64,2631.36,0.96,0.64,1817.168,0.642857143,0.857142857,1966.945,2,50,50,26.56,23.44,37.5,0.830189,26.5,22,36021.66667,40843,2,23,2078,2165.666667,0.866667,59.95,0.75,0.9,17,1,0.25,0.92187,1,439.359,366.5,447,475.438,6,652.982,751.036,0.964286,0.839286,0.92,0.68,1917.288,0.92,0.8,1620.014,0.857142857,0.571428571,1315.75,5,68.75,28.13,12.5,18.75,56.3,0.696552,36.25,25.25,35128,35093.66667,10,25,2019,1970.666667,0.916667,30.4,0.8,0.95,23,0.90625,0.1875,0.9375,1,380.793,471.077,383.25,494.5,8,610.786,600.946,0.964286,0.875,0.92,0.6,3269.946,1,0.92,1732.108,0.928571429,0.928571429,1118.75,340.0666667,437.2413793,443.0576923,122,110,128,140,140,153.9,135.8,158.7,143,29,0,5,4,9,0,5,4,9,107,109,112,122,109,116,117,113,105,124,126,114,122,118,112,124,103,126
420,TC,8.89,10.3,D,3,3,40.63,51.56,34.38,25,23.4,0.5,26,13,47221,42429.33333,1,0,2848.333333,2439,0.966667,42.2,0.95,1,17,0.98437,0.625,0.89062,0.8125,538.54,410,613.286,594.538,7,717.661,773.375,1,0.892857,0.8,0.64,4193.416,0.84,0.72,2129.29,0.571428571,0.357142857,1828.3375,4,64.06,26.69,18.75,17.19,46.9,0.66667,24,16,36171.66667,42669,0,11,2432,2406.666667,0.95,49.85,0.85,1,14,1,0.4375,0.92187,1,484.953,455,428.4,578,2,713.429,838.089,1,0.946429,0.72,0.72,3775.89,0.8,0.68,1900.936,0.857142857,0.714285714,1219.1,3,60.94,45.31,25,14.06,53.1,0.614173,31.75,19.5,32039,39013,3,1,1972.666667,2202.666667,0.95,27,0.95,0.95,13,0.98437,0.5625,0.92187,1,483.984,396.429,411.2,584,1,649.964,748.214,1,0.982143,0.76,0.64,4312.918,0.88,0.56,1808.906,0.714285714,0.642857143,1061.6125,383.7746479,382.4202899,401.6428571,114,112,106,118.8,116.1,130,120.5,116.6,121.3,20,4,3,3,10,3,5,3,11,87,95,86,89,92,97,98,103,108,,,,,,,,,
421,TC,11.33,10,D,5,8,73.44,43.75,25,1.56,67.2,0.640777,25.75,16.5,35595.66667,42283,0,0,2197.333333,2661.333333,0.916667,35.95,0.75,1,12,0.98437,0.5,0.95312,1,475.571,411.5,469.667,546.062,12,645.554,725.464,0.964286,0.767857,0.92,0.8,1780.428,0.92,0.72,1875.416,0.857142857,0.857142857,916.6875,5,68.75,37.5,18.75,12.5,65.6,0.672897,26.75,18,39837.33333,36730.66667,0,0,2663.666667,2251.333333,0.85,35.5,0.7,0.85,26,0.875,0.25,0.90625,1,453.071,437.667,429.833,538.312,9,510.732,615.589,0.964286,0.803571,0.96,0.96,2516.762,1,0.92,1478.624,0.928571429,0.857142857,1292.575,8,75,37.5,18.75,6.25,67.2,0.649573,29.25,19,32443.66667,37826,2,8,1847.666667,2247.666667,0.95,98.5,0.9,1,7,1,0.6875,0.96875,1,473.453,465,418.5,535.625,8,624.607,710,1,0.875,1,0.92,2667.278,1,0.92,1318.418,0.928571429,0.785714286,1525.9125,324.125,343.8428571,333.4571429,146,129,142,150.6,146.3,179,169,151.2,163.9,32,2,4,5,11,0,4,4,8,96,74,102,108,109,131,113,86,118,128,118,116,128,108,125,121,110,116
422,TC,8.78,10,D,3,5,65.63,39.06,17.19,17.19,54.7,0.601942,25.75,15.5,45630,49285.66667,1,3,2989,2987,0.83333,60.75,0.6,0.95,35,1,0.0625,0.6875,1,461.109,480.267,507.5,596.75,14,446.732,536.536,0.839286,0.571429,0.92,0.32,4045.044,0.88,0.68,1386.448,0.785714286,0.5,1223.675,6,68.75,42.19,21.88,9.38,57.8,0.695238,26.25,18.25,43536,50791.33333,5,2,2827,3249.333333,0.9,34.25,0.75,1,57,0.875,0.9375,0.89062,1,,,,,10,614.911,733.143,0.982143,0.803571,0.84,0.6,2457.91,1,0.88,1212.592,0.857142857,1,903.99175,6,65.63,32.81,18.75,15.63,56.3,0.706897,29,20.5,39135.66667,39810.66667,7,6,2516.333333,2528,0.866667,42,0.6,1,24,1,0.25,0.8125,1,427.469,406.25,432.917,586.25,11,661.071,660.571,0.982143,0.803571,0.88,0.56,1863.66,1,0.64,855.2182,0.928571429,0.785714286,780.67925,438.9032258,383.5254237,378.1818182,133,124,152,131.6,133.4,170,139.1,146.8,141.9,21,4,6,3,13,4,3,5,12,96,95,97,,,,87,80,86,,,,,,,,,
423,TC,11.13,10,D,5,3,48.44,56.25,35.94,15.63,40.6,0.606383,23.5,14.25,41152.66667,44859,0,8,2557,2386.666667,0.9,24.45,0.95,0.85,62,0.89062,0.5625,0.875,0.8125,348.05,394.143,453.25,510.692,6,707.786,853.446,0.982143,0.892857,0.84,0.72,4289.528,0.88,0.72,1582.524,0.785714286,0.5,1758.05,7,70.31,39.06,18.75,10.94,59.4,0.696429,28,19.5,45161,56720.66667,12,30,2443,3043,0.8,14.45,0.6,0.9,26,0.98437,0,0.85937,1,286.952,315.938,366.444,441.75,14,643.893,665.071,0.857143,0.821429,0.8,0.56,4761.796,0.92,0.48,1941.632,0.714285714,0.428571429,1463.4,6,67.19,42.19,20.31,12.5,51.6,0.703704,27,19,37603.33333,43602.66667,4,13,2293.333333,2495.666667,0.9,45.6,0.85,0.9,13,1,0.5,0.92187,1,395.031,358,357.4,477.688,5,615.5,677.857,0.982143,0.910714,0.88,0.6,3006.076,1,0.76,2159.254,0.785714286,0.714285714,1423.7875,331.3384615,330.68,344.9830508,96,98,103,136,131.3,145.1,143.1,140.3,133.7,25,5,6,4,15,3,4,5,12,102,92,106,101,106,106,81,88,94,,,,,,,,,
424,TC,10.43,11,D,5,4,48.44,53.13,34.38,17.19,40.6,0.706522,23,16.25,41258.66667,41037,7,5,2655.333333,2613.333333,0.766667,55.45,0.5,0.9,66,0.89062,0.75,0.5625,0.625,516.407,451,531.571,478.1,6,667.375,715.232,0.928571,0.839286,0.88,0.44,3964.382,0.88,0.56,2133.694,0.785714286,0.5,1064.4675,7,75,42.19,17.19,7.81,65.6,0.755319,23.5,17.75,29947,39530.33333,0,7,1978.333333,2180.333333,0.85,85.85,0.8,0.75,18,0.98437,0.5,0.85937,1,460.254,413.75,507.333,592.125,9,654.321,720.982,0.964286,0.857143,0.88,0.8,2515.588,0.88,0.76,1104.6714,0.928571429,0.428571429,953.37075,6,73.44,50,20.31,6.25,65.6,0.666667,27.75,18.5,32349.33333,34922.33333,3,5,1885.666667,2151.333333,0.816667,-56.85,0.8,0.75,16,1,0.3125,0.92187,1,468.062,407.182,492.4,618.25,4,647.143,699.929,0.928571,0.946429,0.76,0.56,3385.538,0.88,0.36,1603.052,0.928571429,0.214285714,1193.07,364.0576923,362.893617,361.0789474,108,111,110,131.3,134.8,128.4,121.6,124.4,132.1,35,0,3,2,5,0,3,2,5,111,98,90,93,89,90,99,100,88,88,96,88,93,98,86,90,98,103
425,TC,8.7,10,D,3,6,60.94,50,28.13,10.94,51.6,0.66667,24,16,43795,39902,3,0,2771,2677.666667,0.783333,28.7,0.5,1,36,0.89062,0.6875,0.9375,1,475.432,445.6,596.75,581.375,8,704.25,746.411,0.928571,0.803571,0.88,0.88,3911.884,0.96,0.68,1766.116,0.785714286,0.428571429,2526.125,7,73.44,45.31,20.31,6.25,64.1,0.717391,23,16.5,38445.66667,38300,9,3,2324.666667,2400,0.9,10.7,0.8,0.9,9,1,0.5625,0.96875,1,527.906,468.857,597,573.312,1,657.696,719.339,1,0.982143,0.76,0.8,3656.768,0.96,0.72,1875.228,0.785714286,0.285714286,1287.2925,7,75,48.44,21.88,3.13,70.3,0.686047,21.5,14.75,51717,67925.33333,2,22,3202.333333,3771.666667,0.85,19.65,0.75,0.95,22,1,0.0625,0.89062,1,374.438,342.733,533,587.062,9,701.5,852.589,0.982143,0.785714,0.84,0.48,3572.722,0.96,1,1298.744,0.428571429,0.428571429,1827.5125,378.4626866,353.3508772,379.7115385,124,129,119,130,139.6,134.5,146.8,146.8,146.4,28,0,4,2,6,2,5,1,8,114,115,100,114,92,102,98,95,102,,,,,,,,,
426,TC,10.91,10.3,D,5,7,67.19,43.75,20.31,12.5,60.9,0.526316,23.75,12.5,42078,47024.33333,3,1,2499,2623.666667,0.93333,37.35,0.85,0.95,3,1,0.8125,1,1,546.203,475.667,,603.375,1,650.393,724.75,0.982143,0.96429,0.92,0.84,2453.86,0.84,0.64,1961.018,0.928571429,0.642857143,1371.125,4,54.69,46.88,21.88,23.44,42.2,0.630952,21,13.25,41410.66667,34426.66667,0,0,2712.333333,2146.666667,0.86667,32.75,0.7,0.9,24,1,0.375,0.96875,0.8125,534.875,479,502,491.75,4,673.16,705.125,0.910714,0.910714,0.88,0.96,2275.378,0.96,1,3269.734,0.857142857,0.857142857,995.53,4,51.56,45.31,26.56,21.88,40.6,0.59,25,14.75,40816.33333,39339.66667,2,5,2525,2048,0.866667,-4.95,0.7,0.9,16,0.96875,0.3125,1,0.8125,487.306,532.182,,566.923,4,672.768,728.857,0.982143,0.964286,0.88,0.72,1903.556,1,0.8,1348.9806,0.785714286,0.785714286,817.00425,360.9491525,414.5,373.6833333,108,105,102,138.6,133.6,137.8,146.5,140.3,127.7,21,4,3,4,11,4,5,4,13,101,100,106,102,106,112,95,102,105,,,,,,,,,
427,TC,8.51,10.7,D,3,4,68.75,46.88,21.88,9.38,59.4,0.512821,29.25,15,37904,35104.66667,1,0,2268.666667,2157.333333,0.966667,20.35,0.95,0.95,4,0.98437,0.8125,1,1,497.619,466.333,,584.438,3,769.321,781.304,1,0.964286,0.96,0.72,2330.708,0.88,0.6,2277.25,0.928571429,0.857142857,1762.005,3,59.38,37.5,21.88,18.75,34.4,0.58871,31,18.25,31370.66667,33237.66667,0,0,1903.666667,2058.333333,0.966667,29.85,1,0.95,9,1,0.75,0.9375,0.9375,486.188,448.25,544,538.667,1,733.357,783.179,1,0.928571,0.96,0.96,2094.59,0.96,1,1297.138,1,0.785714286,2730,4,57.81,48.44,25,17.19,31.3,0.71111,33.75,24,28027,27025,1,2,1587,1515,0.95,71.05,0.9,0.95,6,1,0.625,1,1,472.438,391.333,,560.438,2,585.25,623.054,0.946429,0.964286,0.92,0.8,1267.068,1,0.96,964.4006,0.928571429,1,923.6,360.6571429,345.2714286,361.8873239,129,143,154,135.2,137.3,148.2,122.6,130.6,111.4,29,4,4,5,13,5,4,6,15,99,103,97,99,86,92,104,95,97,128,118,122,127,124,119,117,122,114
428,TC,11.19,10,D,5,4,64.06,50,31.25,4.69,42.2,0.630769,32.5,20.5,38896.33333,37995.66667,3,3,2495.333333,2132.666667,0.9,10.15,0.8,0.9,23,1,0.0625,0.90625,0.875,365.328,314.8,402,570.357,16,577.982,611.018,1,0.714286,0.92,0.48,2584.008,0.92,0.84,1327.422,0.928571429,0.357142857,824.94175,1,48.44,57.81,39.06,12.5,23.4,0.653846,32.5,21.25,30403.33333,29709.66667,4,11,1976.666667,1891.333333,0.93333,-11.95,0.9,0.9,19,0.98437,0.125,0.9375,1,347.46,318.429,492.58,566.188,12,566.786,635.929,0.964286,0.76857,0.88,0.64,2211.204,0.96,0.88,1213.314,0.857142857,0.571428571,745.95425,4,67.19,46.88,26.56,6.25,51.6,0.753846,32.5,24.5,30389.66667,38374,0,10,1810,2250.666667,0.866667,49.55,0.75,0.85,26,1,0.25,0.78125,1,305.125,296.583,468,494.562,21,481.304,539.875,0.928571,0.660714,0.76,1,1367.23,0.88,0.92,1068.5088,0.928571429,0.428571429,774.375,334.6140351,355.1846154,356,125,121,131,142.9,138.6,153.9,151.2,137.9,148.3,26,4,3,3,10,3,3,3,9,105,100,100,113,109,108,84,80,92,119,98,103,125,98,112,112,117,116
429,TC,8.58,10,D,3,4,54.69,53.13,28.13,17.19,31.3,0.594937,19.75,11.75,42389.66667,53713,2,1,2654.333333,3226,0.76667,52.75,0.6,0.85,33,0.89062,0.5,0.78125,0.75,524.667,452.75,501.571,604.583,12,906.554,1015.77,0.910714,0.732143,0.52,0.12,1065.6392,0.88,0.24,2170.194,0.857142857,0.428571429,1459.52,4,68.75,46.88,21.88,9.38,54.7,0.60241,20.75,12.5,37440.33333,41566,0,2,2237,2662.333333,0.55,33.9,0.25,0.65,17,0.95312,0.5,0.90625,1,459.77,470,516.333,651.188,14,765.286,864.661,1,0.75,0.68,0.2,2395.664,0.92,0.44,2311.826,0.785714286,0.357142857,1060.46675,4,57.81,37.5,20.31,21.88,35.9,0.717647,21.25,15.25,36461.33333,40571,1,5,2368,2557.333333,0.816667,-12.35,0.95,0.75,33,0.70312,0.5,0.90625,1,459.311,414.25,403.333,604.188,11,697.375,830.446,1,0.839286,0.76,0.48,2137.69,1,0.4,2054.096,0.785714286,0.5,1111.595,408.6440678,446.4516129,412.9473684,104,104,105,128.5,122.8,131.4,134.2,139.1,138.5,17,5,4,4,13,1,4,4,9,102,95,108,105,95,102,107,89,112,110,111,109,99,113,103,89,105,97
430,TC,10.26,10,D,5,7,62.5,42.19,23.44,14.06,54.7,0.54386,28.5,15.5,37843.66667,40843,2,7,2413.333333,2621,0.83333,50.2,0.85,0.85,18,1,0.25,0.90625,1,485.141,457.667,451.833,609.812,11,774,956.732,0.964286,0.803571,0.96,0.92,3716.146,0.96,0.96,1805.974,0.785714286,0.785714286,1720.0675,6,71.88,40.63,21.88,6.25,59.4,0.765625,32,24.5,36451.33333,36440.66667,1,9,2277.666667,2203,0.9,57.8,0.9,0.9,27,1,0.125,0.79687,1,357.578,326.571,421,566.188,17,576.821,668.589,0.892857,0.678571,0.92,0.96,2185.636,0.92,0.96,1280.3746,0.928571429,0.714285714,1173.425,6,73.44,48.44,18.75,7.1,68.8,0.619403,33.5,20.75,33459.66667,31610.66667,1,3,2231.666667,2162.333333,0.866667,-18.6,0.8,0.85,18,1,0.3125,0.89062,1,408.859,398.273,415.143,554.625,12,615.054,677.911,0.946429,0.785714,0.96,0.92,1479.382,0.88,1,935.7718,1,1,889.3875,345.6060606,363.4210526,347.4714286,139,130,121,141.4,144.6,161.7,146.5,146.5,151.8,26,4,5,2,11,0,5,5,10,87,83,95,116,86,112,119,98,116,,,,,,,,,
