ID,Group,Age.Yr,Train.Hr,Wave,Grade,1BCSTCAT,1BCSTCR,1BCSTPR,1BCSTPE,1BCSTNPE,1BCSTCLR,1CONNTARG,1ConnSingle,1ConnSwitch,1SWITCHavg2featRT,1SWITCHavg3featRT,1SWITCHerr2feat,1SWITCHerr3feat,1SwitchMed2featRT,1SwitchMed3featRT,1FLANKACC,1FLANKCC(RT),1Flank-1Acc,1Flank1Acc,1GOTE,1Go1Pcorr,1Go1Rcorr,1Go2Pcorr,1Go2Rcorr,1Go1RTP,1Go1RTR,1Go2RTP,1Go2RTR,1NSIE,1NSRTC,1NSRTI,1NSACCC,1NSACCI,1OSPANdistract%,1OSPANpartialscore,1OSPANavgDisTime,1RSPANdistract%,1RSPANpartialscore,1RSPANavgDisTime,1SYMSPANdistract%,1SYMSPANpartialscore,1SYMSPANavgDisTime,2BCSTCAT,2BCSTCR,2BCSTPR,2BCSTPE,2BCSTNPE,2BCSTCLR,2CONNTARG,2ConnSingle,2ConnSwitch,2SWITCHavg2featRT,2SWITCHavg3featRT,2SWITCHerr2feat,2SWITCHerr3feat,2SwitchMed2featRT,2SwitchMed3featRT,2FLANKACC,2FLANKCC(RT),2Flank-1Acc,2Flank1Acc,2GOTE,2GO1Pcorr,2GO1Rcorr,2GO2Pcorr,2GO2Rcorr,2GO1RTP,2GO1RTR,2GO2RTP,2GO2RTR,2NSIE,2NSRTC,2NSRTI,2NSACCC,2NSACCI,2OSPNdistract%,2OSPNpartialscore,2OSPNavgDisTime,2RSPANdistract%,2RSPANpartialscore,2RSPANavgDisTime,2SYMSPANdistract%,2SYMSPANpartialscore,2SYMSPANavgDisTime,3BCSTCAT,3BCSTCR,3BCSTPR,3BCSTPE,3BCSTNPE,3BCSTCLR,3CONNTARG,3ConnSingle,3ConnSwitch,3SWITCHavg2featRT,3SWITCHavg3featRT,3SWITCHerr2feat,3SWITCHerr3feat,3Switchmed2featRT,3Switchmed3featRT,3FLANKACC,3FLANKCC,3Flank-1Acc,3Flank1Acc,3GOTE,3GO1Pcorr,3GO1Rcorr,3GO2Pcorr,3GO2Rcorr,3GO1RTP,3GO1RTR,3GO2RTP,3GO2RTR,3NSIE,3NSRTC,3NSRTI,3NSACCC,3NSACCI,3OSPNdistract%,3OSPNpartialscore,3OSPNavgDisTime,3RSPANdistract%,3RSPANpartialscore,3RSPANavgDisTime,3SYMSPANdistract%,3SYMSPANpartialscore,3SYMSPANavgDisTime,1RTaverage,2RTaverage,3RTaverage,1NAI,2NAI,3NAI,1PATmScale,2PATmScale,3PATmScale,1PATrScale,2PATrScale,3PATrScale,ITIM,1IEMmaths,1IEMenglish,1IEMconc.,1IEMTotalScore,2IEMmaths,2IEMenglish,2IEMconc.,2IEMTotalScore,1CEFI_P_AT_SS,1CEFI_P_FX_SS,1CEFI_P_WM_SS,2CEFI_P_AT_SS,2CEFI_P_FX_SS,2CEFI_P_WM_SS,3CEFI_P_AT_SS,3CEFI_P_FX_SS,3CEFI_P_WM_SS,1CEFI_T_AT_SS,1CEFI_T_FX_SS,1CEFI_T_WM_SS,2CEFI_T_AT_SS,2CEFI_T_FX_SS,2CEFI_T_WM_SS,3CEFI_T_AT_SS,3CEFI_T_FX_SS,3CEFI_T_WM_SS
213,C8,11.22,10,B,5,6,62.5,45.31,23.44,14.06,57.8,0.676768,24.75,16.75,43576.66667,42881,0,3,2703.666667,2695.666667,0.8833333,53.9,0.9,0.8,16,0.96875,0.3125,0.98437,0.875,478.226,461.727,418,533.071,8,588.036,693.911,0.946429,0.857143,0.92,0.68,4786.042,1,0.68,2317.756,0.928571429,0.714285714,3042.3175,7,71.88,39.06,17.19,10.94,54.7,0.689076,29.75,20.5,38653.66667,47230,5,0,2362.666667,2798.666667,0.866667,20.25,0.65,0.95,20,0.98437,0.375,0.875,0.9375,486.492,416.6,411.625,632.2,3,653.554,630.25,1,0.946429,0.96,0.8,4044.154,0.84,0.68,2113.776,0.928571429,0.857142857,1826.5125,6,68.75,43.75,20.31,10.94,53.1,0.774194,31,24,39812.33333,44325.66667,0,0,2460.666667,2602,0.9,57.3,0.8,1,11,0.98437,0.4375,0.98437,1,420.651,384.333,339,563.312,4,555.911,550.589,1,0.875,0.84,0.52,3855.19,0.8,0.56,2077.968,0.714285714,0.785714286,1471.355,327.8571429,345.0793651,363.0892857,96,98,96,121.9,133.6,131.8,130.4,127.3,132.1,36,0,4,5,9,3,0,5,8,110,103,114,111,106,118,112,100,114,,,,,,,,,
214,C8,11.18,10.7,B,5,4,64.06,39.06,23.44,12.5,42.2,0.640351,28.5,18.25,35365,34815.33333,7,3,2254,2251.666667,0.866667,14.8,0.75,0.9,20,1,0.1875,0.89062,1,437.672,385.923,431.143,517.125,7,645.643,705.536,0.964286,0.910714,0.92,0.76,2538.284,1,0.72,897.4546,0.642857143,0.571428571,846.225,5,65.63,40.63,21.88,12.5,50,0.655462,29.75,19.5,34152.66667,40477.66667,11,14,2234.333333,2285.333333,0.816667,-62.3,0.8,0.85,26,1,0.25,0.8125,0.875,450.047,383.5,396,556.857,9,605.161,636.446,0.910714,0.803571,0.88,0.72,2617.866,0.84,0.96,971.0592,0.928571429,0.428571429,972.79575,7,76.56,45.31,18.75,4.69,70.3,0.840336,29.75,25,33400.66667,30068,0,1,2070.333333,1784,0.883333,13.9,0.75,1,13,1,0.4375,0.9375,1,413.453,384,455,535.625,4,587.786,603.929,0.982143,0.946429,0.88,0.84,2077.272,0.92,0.76,858.51,0.785714286,0.642857143,706.99575,353.0192308,419.1698113,323.7346939,117,130,112,140,144.6,140.5,146.5,146.5,145.5,31,2,4,5,11,2,3,0,5,104,95,99,107,98,102,98,103,108,,,,,,,,,
215,C8,10.76,10.7,B,5,7,73.44,28.13,14.06,12.5,64.1,0.628866,24.25,15.25,33832,34454,3,15,2197.666667,2064.666667,0.883333,62.65,0.9,0.85,15,0.98437,0.375,0.95312,0.9375,444.095,394.7,557,512.333,4,594.714,621.143,0.946429,0.857143,0.68,0.6,1303.5626,0.88,0.72,1242.198,0.857142857,0.357142857,742.79575,5,67.19,32.81,18.75,14.06,60.9,0.657407,27,17.75,34960.33333,37843,6,17,2239.666667,2058.333333,0.783333,21.5,0.75,0.8,41,1,0.25,0.8125,0.875,364.219,419.067,487.417,519.357,8,626.804,699.518,0.910714,0.803571,0.48,0.36,1103.9258,0.88,0.36,956.4486,0.857142857,0.571428571,751.175,6,71.88,40.63,18.75,9.38,65.6,0.626984,31.5,19.75,30360.33333,31531.33333,9,10,2022,1917.333333,0.883333,6.7,0.75,0.95,23,0.9375,0.4375,0.95312,0.5625,362.933,395,409.667,484.667,9,508.5,503.982,0.910714,0.767857,0.48,0,1115.9086,0.8,0.52,1135.7788,1,0.785714286,666.48325,361.0425532,353.440678,324.04,120,108,112,130.1,137.3,135.3,137.9,140.3,143,33,0,0,3,3,0,0,0,0,98,89,94,113,92,99,98,89,90,,,,,,,,,
216,TC,11,10,B,5,2,45.31,62.5,39.06,15.63,25,0.852459,5.75,4.5,50105.33333,49493,0,0,2933.333333,3029.666667,0.73333,111.2,0.3,0.8,11,0.98437,0.5,0.96875,1,475.857,452.125,545.5,629.938,5,693.518,689.107,0.982143,0.946429,0.92,0.76,6683.73,0.92,0.28,3028.778,0.642857143,0.714285714,2099.5325,2,43.75,51.56,31.25,25,26.6,0.837209,21.5,18,42131,42280.33333,3,1,2484,2431.666667,0.93333,67.25,1,0.9,9,1,0.5,0.98437,1,449.891,451.75,645,557.438,0,672.321,724.357,1,0.982143,0.92,0.72,4340.818,0.92,0.64,3575,1,0.428571429,2730,3,48.44,40.63,26.56,25,35.9,0.722892,20.75,15,42405.33333,48745.33333,4,0,2497.666667,3021,0.916667,30.35,0.85,0.9,17,0.98437,0.375,0.92187,0.9375,429.73,382.9,417,520.667,6,517.268,495.661,0.946429,0.875,0.6,0.24,2338.658,0.84,0.48,2419.322,0.928571429,0.571428571,1135.3325,382.71875,385.6521739,340.3636364,117,121,118,131.3,134.8,139.1,123,130.4,133.7,31,6,6,6,18,6,6,4,16,89,95,95,93,92,94,93,97,97,,,,,,,,,
217,TC,8.56,10.3,B,3,7,42.19,45.31,29.69,28.13,54.7,0.637363,29.5,20.75,32107.66667,40594.66667,0,1,1973,2845.333333,0.85,72.5,0.6,0.95,22,0.96875,0.3125,0.85937,1,403.387,368.273,504,485.188,9,607.464,710.429,0.982143,0.839286,0.64,0.68,932.9518,0.8,0.72,1100.114,0.642857143,0.714285714,916.82075,6,64.06,54.69,28.13,7.81,56.3,0.810526,23.75,19.25,39528,40499.66667,0,0,2601.666667,2240.666667,0.9,27.6,0.85,0.9,11,0.98437,0.4375,0.98437,1,483.746,440.333,421,562.812,4,688.464,746.554,0.964286,0.946429,0.92,0.92,3406.238,0.92,0.96,1676.394,0.928571429,0.928571429,1533.0625,3,57.81,51.56,26.56,15.63,48.4,0.775701,26.75,20.75,41024.66667,42763,6,3,2347,2640,0.966667,25.2,0.9,1,13,0.98437,0.375,0.96875,1,397.222,332.8,642,580.375,5,711.982,839.661,0.928571,0.839286,0.96,0.96,2537.372,0.96,0.92,1722.854,0.857142857,0.785714286,1165.795,326.9375,476.1166667,495.75,122,122,121,128.5,135.2,130,130.6,139.1,141.9,29,0,6,0,6,0,6,4,10,116,112,112,104,100,104,114,112,104,127,124,125,127,129,126,127,120,116
218,TC,11.32,10.7,B,5,3,51.56,46.88,31.25,17.19,40.6,0.569106,30.75,17.5,31985,33869.66667,13,1,1896,2128.333333,0.983333,70.1,0.95,1,22,1,0.3125,0.82812,1,454.156,480.091,440.909,542.938,7,559.696,616.714,1,0.910714,0.88,0.96,2022.734,0.96,0.72,1241.414,0.857142857,0.357142857,994.02925,5,57.81,35.94,25,17.19,45.3,0.710744,30.25,21.5,37629.33333,30889,3,4,2241.666667,1790.666667,0.966667,42.15,0.9,1,11,1,0.5625,0.9375,1,490.906,470.143,490.25,523.75,3,630.286,658.089,0.982143,0.946429,0.88,0.68,1811.192,0.96,0.88,1102.646,0.928571429,0.857142857,943.19175,8,78.13,34.38,17.19,4.69,62.5,0.711111,33.75,24,29717.66667,28875.33333,0,2,1774,1815.666667,0.93333,6.5,0.85,0.95,18,0.98437,0.5,0.85937,1,451.206,375.25,442.222,494.812,5,530.929,573.25,1,0.928571,0.96,0.96,1713.532,0.84,0.72,1345.278,0.928571429,0.785714286,1086.0075,328.0882353,333.7714286,315.7692308,124,129,123,142.9,142.9,146.9,151.2,143.1,143,36,3,4,4,11,0,4,3,7,96,83,80,,,,,,,,,,,,,,,
219,TC,11.3,8.7,B,5,3,42.19,60.94,39.06,18.75,28.1,0.620968,31,19.25,34147.66667,39498.33333,0,6,2010,2299,0.966667,40,1,0.9,9,1,0.625,0.96875,0.9375,437.141,399.833,421,547.467,10,594.946,682.732,1,0.839286,0.96,0.8,3708.504,0.96,0.76,1964.428,1,0.642857143,1990.555,7,75,39.06,17.19,7.81,65.6,0.654135,33.25,21.75,27739.66667,33296.33333,5,1,1451.333333,2130.666667,0.88333,28,0.75,1,17,0.98437,0.1875,0.95312,1,409.46,350.538,495.667,528.75,12,613.821,678.321,1,0.803571,0.8,0.84,3193.004,0.96,0.96,1633.968,0.857142857,0.928571429,1631.5325,8,75,35.94,20.31,4.69,67.2,0.615942,34.5,21.25,32952.66667,37770.66667,2,7,1893.666667,2167.666667,0.9,26.3,0.85,0.95,14,0.98437,0.5,0.92187,1,419.095,414.625,420.2,592,10,512.304,583.232,0.982143,0.785714,0.88,0.72,4169.592,1,0.68,1698.294,0.928571429,0.714285714,1565.7675,292.2833333,332.7681159,331.9014085,135,146,136,142.9,148.3,151.2,146.5,143.1,163.9,28,4,3,5,12,3,3,4,10,99,103,99,111,112,108,100,110,92,90,111,91,86,103,89,79,96,105
220,TC,11.41,10.7,B,5,4,59.38,54.69,29.69,10.94,42.2,0.852459,4.5,4,47051,44993.33333,0,1,3162.666667,2601,0.83333,58.45,0.8,0.8,10,0.98437,0.5,0.98437,1,589.635,588.125,499,720.438,3,796.768,903.929,0.910714,0.928571,0.92,0.68,5169.794,1,0.6,1867.68,0.785714286,0.428571429,2074.525,4,57.81,46.88,23.44,18.75,35.9,0.574468,23.5,13.5,46509,50960.66667,1,1,2763.333333,2925.333333,0.6,13.95,0.6,0.65,11,0.98437,0.5,0.96875,1,514.063,449.375,601,604.375,8,826.411,808.964,0.928571,0.857143,0.84,0.64,4211.404,0.92,0.48,1914.706,0.928571429,0.714285714,1085.3925,4,67.19,29.69,18.75,14.06,48.4,0.621622,27.75,17.25,40749,41203,1,1,2426.666667,2539,0.9,13.65,0.9,0.95,82,0.95312,0.5625,0.01562,0.4375,600.59,478.857,530.238,536.571,8,815.929,897.786,0.946429,0.803571,0.92,0.72,3692.604,0.64,0.6,1733.454,0.928571429,0.642857143,1042.695,528.8611111,499.115942,471.3913043,94,103,98,125.5,127.8,140.5,128.8,113.2,133.7,29,0,3,3,6,0,3,0,3,93,100,106,107,100,112,117,105,105,,,,,,,,,
221,TC,11.03,9.3,B,5,7,75,43.75,18.75,6.25,59.4,0.813084,26.75,21.75,44387.66667,44883.66667,3,5,2610.666667,2333.666667,0.983333,35.65,1,0.95,15,1,0.4375,0.90625,1,437.328,382.222,404.833,481,7,595.929,694.107,1,0.928571,0.96,0.92,4341.506,0.8,0.56,1185.876,0.857142857,0.571428571,3390.055,8,75,34.38,17.19,7.81,68.8,0.795082,30.5,24.25,37895.66667,39199,20,10,1796.666667,2541.333333,0.916667,-3.3,0.85,0.95,16,0.98437,0.375,0.92187,1,403.127,359.3,494,525.938,10,591.25,656.589,0.982143,0.857143,0.92,1,3605.32,0.92,0.76,1329.884,0.857142857,0.857142857,1382.88,9,79.69,42.19,14.06,6.25,70.3,0.913793,29,26.5,29564,36237,0,7,1719.666667,2308.666667,0.883333,18.85,0.65,1,14,1,0.3125,0.95312,1,394.203,374.364,441,538.25,8,514.857,570.161,0.964286,0.892857,0.96,1,1940.472,0.88,1,984.166,0.928571429,0.928571429,1222.1825,291.0689655,312.6769231,327.4029851,121,147,137,161,161,169.1,146.5,146.5,163.9,28,0,3,3,6,0,4,3,7,110,106,95,113,115,104,100,97,101,96,134,92,98,134,103,95,115,98
222,TC,10.74,10.7,B,5,4,67.19,39.06,23.44,9.38,48.4,0.747573,25.75,19.25,38808,50338.33333,0,1,2299,2349,0.616667,18.05,0.55,0.5,29,0.95312,0.125,0.8125,1,333.59,282.929,401.25,545.812,13,664.071,707.929,0.928571,0.803571,0.96,0.92,3855.296,0.96,0.92,1735.482,0.785714286,0.928571429,1533.955,9,75.81,30.65,14.52,9.68,72.6,0.747826,28.75,21.5,30613.33333,41715,0,2,1861,2410.333333,0.85,52.95,0.7,0.85,43,0.875,0.5625,0.85937,1,408.189,306.286,409.778,489.625,19,691.714,702,0.964286,0.642857,0.88,0.92,3851.336,0.92,0.76,1917.734,1,1,1895.1425,6,62.5,45.31,25,12.58,51.6,0.870229,32.75,28.5,33059,38451.66667,6,3,2083,1930.333333,0.933333,90.6,0.85,0.95,20,0.98437,0.25,0.89062,1,416.508,389.167,414.571,541.25,15,653.393,726.179,1,0.732143,0.92,0.88,2252.298,0.96,0.8,1786.072,0.928571429,1,1352.545,356,419.3606557,412.3684211,103,125,125,146.3,150.6,141.9,128.8,143.1,133.7,28,3,5,4,12,2,2,0,4,96,95,95,107,95,108,98,103,112,113,103,106,101,89,101,90,91,98
223,TC,11.33,10.3,B,5,2,48.44,45.31,34.38,17.19,34.4,0.777778,18,14,44953,67709,0,18,2976.666667,3716.333333,0.766667,-4.55,0.55,0.9,13,0.98437,0.5625,0.92187,1,417.349,353,472.4,576.688,15,653.679,668.482,0.875,0.767857,0.92,0.32,5350.688,0.88,0.72,1332.578,0.785714286,0.214285714,1482.4,6,73.44,45.31,15.63,10.94,65.6,0.702128,23.5,16.5,41312.33333,59762.33333,2,16,2458,3003.333333,0.78333,-27.8,0.75,0.9,17,0.95312,0.4375,0.9375,0.9375,462.344,400.444,550.25,549.333,8,647.25,719.714,0.964286,0.857143,0.76,0.28,3670.938,0.96,0.6,1289.458,0.714285714,0.428571429,983.995,7,70.31,37.5,18.75,10.94,65.6,0.556701,24.25,13.5,39677.66667,53565.66667,3,14,2125,3181.333333,0.883333,5.35,0.75,0.95,9,1,0.625,0.96875,0.9375,435.578,419.167,465,567.8,8,549.232,646.839,0.982143,0.892857,0.8,0.68,4092.158,0.96,0.8,1242.444,1,0.5,1060.2425,382.4307692,342.3673469,347.4313725,96,99,102,127.8,126.7,139.1,132.1,133.8,140.9,31,5,6,6,17,0,5,4,9,78,86,84,98,100,88,104,110,99,102,96,98,121,126,123,93,94,92
224,TC,10.66,10.7,B,5,6,60.94,50,21.88,17.19,51.6,0.707317,30.75,21.75,33851,33218.66667,0,0,2072.333333,2074.333333,0.716667,67.2,0.6,0.8,19,0.96875,0.3125,0.92187,0.625,392.177,347.273,382.8,513.267,15,637.429,671.679,0.982143,0.785714,0.8,0.68,2412.618,0.92,0.48,1175.3906,0.642857143,0.857142857,1168.34175,4,56.25,46.88,28.13,15.63,46.9,0.65,30,19.5,28755.66667,34016.66667,1,1,1696.333333,2022,0.716667,-39.9,0.5,0.75,35,0.875,0.25,0.89062,0.8125,321.157,357.333,369.857,504.231,19,524.786,597.714,0.964286,0.589286,0.84,1,2762.548,0.96,0.8,1482.558,0.928571429,0.714285714,1034.2,7,76.56,40.63,12.5,10.94,65.6,0.7,35,24.5,30256.66667,30859,0,1,1880.333333,1915.666667,0.716667,-59.15,0.55,0.75,33,0.84375,0.1875,0.85937,0.9375,369.87,324.231,383.444,483.067,15,486.554,587.911,0.964286,0.714286,0.8,0.52,1254.528,0.96,0.68,813.26,0.785714286,0.5,584.2875,312.6595745,342.2790698,311.4230769,97,112,133,132.4,133.6,136.6,132.1,135.8,143,24,4,4,5,13,4,4,3,11,84,77,100,101,95,116,120,118,114,99,105,101,105,124,108,122,103,101
225,TC,10.44,10.7,B,5,4,51.56,53.13,35.94,12.5,31.3,0.624,31.25,19.5,43461.66667,40607.66667,2,0,2183,2595,0.983333,29.4,1,0.95,11,1,0.5625,0.9375,1,484.453,399.571,468,541.125,6,729.125,882.946,0.982143,0.928571,0.84,0.6,1866.48,1,1,962.708,0.785714286,0.428571429,1272.375,2,54.69,54.69,34.38,10.94,29.7,0.836879,35.25,29.5,28907,39366,0,10,1781,2625.666667,0.93333,86.05,0.85,0.95,7,1,0.75,0.95312,1,445.062,367.25,804.333,600.438,8,627.607,637.839,1,0.910714,0.92,0.76,1981.276,0.88,0.68,994.988,0.785714286,0.785714286,1359.8925,6,67.19,54.69,23.44,9.38,51.6,0.783784,37,29,30721,37235,1,2,1910.666667,2402,0.933333,39.1,0.85,0.95,16,1,0.375,0.92187,0.9375,405.875,388.2,395.8,541.133,7,576.429,644.464,0.964286,0.892857,0.96,0.88,1901.976,0.96,0.88,1031.3226,1,0.857142857,1677.1625,434.3623188,435.0625,347.4782609,121,142,129,142.9,150.6,141.9,135.8,140.3,156.4,27,0,2,4,6,0,3,1,4,102,100,95,89,95,99,101,118,108,123,113,114,127,124,129,112,122,116
226,TC,8.73,10.3,B,3,7,65.63,46.88,25,9.38,59.4,0.575342,18.25,10.5,73936.33333,70063.66667,0,0,4500.666667,3895.333333,0.866667,126.45,0.65,0.95,27,1,0.1875,0.78125,1,465.422,437,504.071,553,8,807.536,886.857,0.964286,0.892857,0.92,0.72,9350,1,0.8,2183.288,0.714285714,0.285714286,2662.07,7,71.88,40.63,15.63,12.5,59.4,0.821918,18.25,15,69976.33333,71104.33333,0,3,3835,4672,0.883333,81.65,0.8,0.85,22,0.98437,0.25,0.85937,1,473.254,445.167,523.556,602,2,747.875,857.643,1,0.928571,0.88,0.88,9200,0.92,0.84,2005.762,0.857142857,0.714285714,1323.95,7,73.44,43.75,20.31,6.25,67.2,0.654762,21,13.75,61362.33333,42640.66667,2,3,3405,2627,0.95,29,0.9,0.95,23,0.90625,0.4375,0.875,1,470.862,429.889,527.375,568.625,7,685.554,856.357,0.964286,0.892857,0.92,0.56,8338.606,1,0.88,2240.2,0.928571429,0.785714286,3473.77,424.6521739,431,436.6617647,122,148,119,121.5,122.8,130,107.8,111.2,121.3,21,0,4,4,8,4,5,3,12,81,80,82,81,86,95,81,89,84,,,,,,,,,
227,TC,11.01,10.7,B,5,7,73.44,48.44,18.75,7.81,60.9,0.490196,25.5,12.5,35064,40277.33333,0,3,2361,2372.333333,0.95,40.85,0.9,0.95,15,1,0.1875,0.96875,1,410.531,375.308,489.5,496.5,4,658.089,673.643,0.982143,0.964286,0.8,0.68,3179.624,0.96,0.88,1403.65,0.928571429,0.714285714,905.50425,9,80.65,33.87,14.52,4.84,72.6,0.703297,22.75,16,31404,39403.66667,0,0,1872.333333,2539.333333,0.93333,-8.4,0.95,0.95,14,1,0.375,0.95312,0.9375,435.812,410.3,339,548.133,5,652.179,714.821,0.964286,0.857143,0.84,0.64,5687.836,1,0.84,1552.19,1,0.642857143,1123.90825,7,71.88,35.94,21.88,6.25,59.4,0.702703,27.75,19.5,33549.66667,30987.66667,7,1,2023.666667,1973.333333,0.933333,42.85,0.9,0.95,9,1,0.5,0.98437,1,420.516,391,391,504.125,4,514.018,555.679,0.982143,0.946429,0.88,0.64,2241.766,0.96,0.52,1268.554,0.928571429,0.642857143,873.725,324.7301587,434.8358209,367.6617647,127,141,159,138.6,148.3,161.7,140.3,140.3,156.4,27,2,5,5,12,0,3,3,6,98,98,102,120,124,114,117,112,104,98,113,109,112,124,117,119,112,109
228,TC,10.71,10.7,B,5,4,60.94,48.44,28.13,10.94,46.9,0.66667,32.25,21.5,34341.66667,35352,5,0,2173.333333,1999.666667,0.9,39.45,0.8,0.95,14,1,0.4375,0.92187,1,414.891,377.444,359.4,534.75,4,559.339,610.679,1,0.928571,0.96,0.88,2798.908,0.92,0.84,1575.986,0.928571429,0.642857143,1143.0825,4,68.75,31.25,15.63,15.63,59.4,0.683871,38.75,26.5,32339,31976.66667,0,0,2001.666667,1959.333333,0.966667,36.65,0.9,1,17,1,0.125,0.95312,1,399.203,367.429,437.333,533.062,8,502.946,559.232,0.964286,0.892857,1,0.92,2078.954,0.96,0.84,1294.45,0.928571429,0.571428571,1187.4375,5,60.94,45.31,25,14.06,50,0.683871,38.75,26.5,26256.33333,34966.33333,0,7,1767.333333,2008,0.933333,33.95,0.8,1,11,1,0.4375,0.96875,1,391.375,344.778,407.5,479.25,4,480.339,514.232,0.982143,0.910714,0.92,0.96,1778.818,0.96,0.84,1013.5372,0.928571429,0.857142857,914.575,338.6,349.6290323,294.4444444,133,141,156,146.3,161,157.2,137.9,143.1,148.3,25,2,5,4,11,0,3,2,5,110,92,97,120,115,119,128,115,114,,,,,,,,,
230,TC,10.74,10.3,B,5,4,57.81,35.94,20.31,21.88,46.9,0.782258,31,24.25,41034.66667,41704.33333,4,3,2463.666667,2487.333333,0.933333,9.55,0.8,1,14,0.96875,0.375,0.96875,1,485.484,364.5,394,612,5,642.054,720.589,0.964286,0.892857,0.92,0.92,5316.372,0.88,0.84,2066.356,0.928571429,0.857142857,1299.675,4,53.13,25,9.38,37.5,35.9,0.735537,30.25,22.25,37755,40467,9,6,2366,2451.666667,0.766667,36.1,0.65,0.8,17,1,0.0625,0.96875,1,374.266,377.333,582.5,558.312,11,652.446,725.643,0.928571,0.839286,0.72,0.64,2951.348,0.76,0.56,1353.022,0.857142857,0.857142857,1150.5,7,65.63,40.63,21.88,12.5,54.7,0.703125,32,22.5,30924,36697,1,2,2053,2123,0.933333,13.1,0.9,1,17,1,0.25,0.92187,1,432.688,372.417,460.2,502.312,2,611.75,650.411,1,0.982143,0.76,0.84,2508.108,0.8,0.72,1334.376,0.928571429,0.857142857,825.005,301.9848485,320.6764706,289.3114754,109,128,133,142.9,144.6,146.9,146.5,130.4,145.5,28,1,4,2,7,0,3,4,7,96,95,94,95,100,102,96,100,100,,,,,,,,,
301,C8,9.25,10.3,C,3,4,62.5,50,26.56,10.94,51.6,0.505495,22.75,11.5,41544,45188.66667,7,4,2427.333333,2812,0.766667,-8.6,0.7,0.8,27,0.96875,0.1875,0.84375,0.875,429.129,423.692,652.5,631.357,8,891.321,916.964,0.946429,0.875,0.8,0.4,3319.064,0.84,0.6,2558.018,0.857142857,0.642857143,1555.375,3,64.06,37.5,17.19,18.75,43.8,0.824742,24.25,20,37848.33333,40510,6,0,2205.333333,2607.666667,0.916667,40.45,0.85,0.95,24,1,0.125,0.85937,0.9375,442.641,410.286,484.889,652.333,7,765.571,833.143,0.964286,0.875,1,0.56,3182.42,0.84,0.48,1629.06,0.785714286,0.428571429,1621.32,4,56.25,46.88,26.56,17.19,42.2,0.735849,26.5,19.5,37035,41128,3,5,2190.333333,2401,0.916667,30.5,0.9,0.9,29,1,0.1875,1,0,438.938,400.538,,,11,731.768,795.607,1,0.839286,0.88,0.6,1828.572,1,0.8,1206.2506,1,0.785714286,1415.945,419.8387097,514.2033898,409.7307692,127,159,159,130,145.7,170,146.8,130.6,141.9,16,2,2,5,9,4,3,5,12,116,98,94,116,103,99,119,112,108,,,,,,,,,
303,C8,7.95,10.7,C,3,2,53.13,50,29.69,17.19,37.5,0.583333,18,10.5,64936,64234.33333,2,0,4207,3543,0.7,1.25,0.6,0.7,61,0.9375,0.125,0.64062,0.75,551,506.357,494.359,761.25,11,938.518,934.357,0.910714,0.785714,0.6,0.36,2416.412,0.84,0.24,2679.048,0.571428571,0.285714286,2131.4675,4,59.38,40.63,18.75,21.88,42.2,0.703704,20.25,14.25,56759.33333,82650.66667,8,19,3109.666667,3300,0.3166667,-32.9,0.35,0.25,40,0.9375,0.25,0.85937,0.8125,354.283,251,389.242,554.538,7,938.339,1049.5,0.821429,0.696429,0.8,0.4,2924.178,0.88,0.28,2111.324,0.785714286,0.5,1271.8,3,64.06,37.5,17.19,18.75,43.8,0.653465,25.25,16.5,42528.66667,42645.66667,4,1,2635,2722.666667,0.8,44.7,0.7,0.85,31,0.98437,0.0625,0.76562,1,394.111,313.8,394.733,610.75,11,661.661,748.304,0.892857,0.785714,0.68,0.52,2875.248,0.96,0.48,1711.104,0.928571429,0.5,959.075,515.4590164,474.1162791,462.8958333,104,123,124,120.2,127,138,127.6,130.6,125.9,14,4,0,5,9,0,0,0,0,78,77,90,93,98,88,87,83,82,103,122,109,,,,90,77,98
304,C8,8.6,9.3,C,3,2,40.63,64.06,43.75,15.63,15.6,0.473118,23.25,11,37760.66667,48461.66667,0,10,2135.666667,3170.666667,0.8,-33.55,0.6,0.85,15,0.98437,0.6875,0.90625,0.8125,505.794,490.8,538,660.231,2,889.732,982.429,0.982143,0.946429,1,0.48,3216.412,0.96,0.52,1568.938,1,0.714285714,1471.73,5,57.81,50,28.13,14.06,48.4,0.691589,26.75,18.5,39328,40207.66667,2,7,2509,2402,0.83333,-12.3,0.75,0.95,14,1,0.375,0.95312,0.9375,511.906,466.6,646.333,739.267,5,725.536,795.357,0.982143,0.928571,0.88,0.68,4525.104,1,0.84,1863.116,0.857142857,0.642857143,2084.4625,2,40.63,43.75,29.69,29.69,20.3,0.690265,28.25,19.5,33781.33333,35222,1,2,2256,2018,0.966667,29.4,0.9,1,18,1,0.3125,0.89062,1,453.938,455,415.857,574.625,4,688.911,716.554,0.982143,0.892857,0.96,0.76,3070.264,1,0.8,1555.276,0.785714286,0.714285714,1648.755,436.1803279,519.2142857,371.7846154,111,114,113,122.8,128.5,123.5,120.5,125,125.9,26,4,4,5,13,4,3,4,11,78,83,80,89,86,92,81,86,80,,,,,,,,,
